GEMS.Station.Number_Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N,TEMP,EC
ITA00316_2019-06-04,8.233333333333333,0.003005212934,0.27657968056399995,0.012888888888888889,10.344444444444445,0.03993332772,11.100000000000001,220.44444444444446
ITA00316_2019-07-23,8.3,0.0038638452005714283,0.19993711848,0.011285714285714286,9.828571428571427,0.03993332772,15.714285714285714,217.57142857142858
ITA00316_2019-09-03,8.0,0.004006950578571428,0.3241837563925714,0.014285714285714287,8.157142857142857,0.03993332772,12.971428571428572,222.85714285714286
ITA00316_2019-10-22,8.055555555555555,0.0034504296647777776,0.29101958356533336,0.013222222222222222,8.455555555555556,0.03993332772,12.866666666666667,219.11111111111111
ITA00316_2020-02-26,8.088888888888889,0.00304878,0.3443195946666667,0.015888888888888886,9.81111111111111,0.03960099,9.244444444444445,219.33333333333334
ITA00316_2020-06-10,8.222222222222221,0.0031504059999999997,0.29771806444444443,0.013666666666666667,9.922222222222222,0.03960099,12.011111111111111,224.11111111111111
ITA00316_2020-08-05,7.855555555555556,0.00304878,0.36102391066666667,0.013444444444444445,8.744444444444445,0.03960099,10.399999999999999,223.88888888888889
ITA00316_2020-09-15,8.100000000000001,0.004336042666666667,0.2632309255555556,0.015222222222222224,8.466666666666667,0.03960099,14.288888888888888,215.0
ITA00324_2018-01-31,8.4,0.01829268,0.5869084,0.25,10.6,0.79512576,8.8,674.0
ITA00324_2018-05-14,8.4,0.013414632,0.25282208,0.127,8.5,0.129207936,15.3,603.0
ITA00324_2018-08-28,7.8,0.011585364,0.16252848,0.14,8.2,0.019878144,21.6,568.0
ITA00324_2018-10-02,8.0,0.009451218,0.225734,0.175,8.1,0.059634432,12.9,576.0
ITA00324_2018-11-22,8.0,0.012804876,0.4288946,0.245,11.1,0.139147008,9.3,460.0
ITA00324_2018-12-06,8.0,0.014329266,0.5869084,0.112,10.6,0.14908608,8.0,648.0
ITA00324_2019-01-17,8.0,0.02167072824,2.00000324,0.101,12.4,0.121753632,6.5,626.0
ITA00324_2019-03-04,8.2,0.03074389752,1.800002916,0.071,12.4,0.08743277399999999,10.8,631.0
ITA00324_2019-04-01,8.3,0.02167072824,1.100001782,0.114,9.8,0.056994366000000005,12.5,624.0
ITA00324_2019-07-08,8.4,0.02117072832,0.4800007776,0.123,7.7,0.078580788,23.4,562.0
ITA00324_2019-07-15,8.4,0.04099999344,2.700004374,0.535,4.9,0.1202627712,23.1,710.0
ITA00324_2019-10-01,7.7,0.02796950772,0.9300015066,0.122,6.5,0.04814238,18.4,582.0
ITA00324_2020-02-11,8.3,0.02743902,1.3990541852,0.051,11.4,0.019878144,10.1,636.0
ITA00324_2020-05-26,8.5,0.0304878,1.1991893016,0.132,9.8,0.29817216,15.8,638.0
ITA00324_2020-08-24,7.9,0.02439024,0.73950006932,0.156,6.1,0.168964224,23.8,619.0
ITA00324_2020-10-27,8.2,0.0609756,1.7987839524,0.13,10.4,0.089451648,14.1,612.0
ITA00324_2020-12-22,8.0,0.04268292,3.7974327884,0.191,11.6,0.308111232,8.6,605.0
ITA00325_2018-01-18,7.8,0.001219512,0.19864592,0.025,12.1,0.019878144,9.4,433.0
ITA00325_2018-07-18,8.5,0.00304878,0.1918739,0.048,9.3,0.039756288,12.8,548.0
ITA00325_2018-10-02,8.1,0.003353658,0.2144473,0.035,11.2,0.059634432,10.7,464.0
ITA00325_2019-01-29,8.5,0.00199999968,0.9800015876,0.054,9.5,0.039756288,9.6,483.0
ITA00325_2019-03-13,8.2,0.00299999952,0.9400015228,0.023,11.05,0.019878144,10.8,488.0
ITA00325_2019-04-15,8.2,0.00699999888,0.600000972,0.057,10.6,0.029817216,10.5,368.0
ITA00325_2019-07-04,8.1,0.0099999984,1.00000162,0.027,9.4,0.059634432,16.3,453.0
ITA00325_2019-10-14,7.3,0.0099999984,0.9700015714,0.026,11.7,0.019878144,13.8,478.0
ITA00326_2019-01-29,7.7,0.00199999968,0.8200013284,0.065,7.4,0.039756288,11.8,729.0
ITA00326_2019-04-15,8.4,0.00299999952,0.800001296,0.005,8.9,0.029817216,12.8,710.0
ITA00326_2019-07-04,7.7,0.0099999984,0.6900011178,0.035,6.1,0.04969536,14.7,677.0
ITA00326_2019-10-14,7.0,0.00299999952,0.750001215,0.03,8.7,0.019878144,13.1,740.0
ITA00329_2018-01-18,7.9,0.017682924,0.790069,0.094,15.1,0.089451648,7.7,574.0
ITA00329_2018-04-26,5.7,0.013262193,0.30925558,0.075,10.6,0.069573504,13.8,425.0
ITA00329_2018-07-03,8.4,0.002439024,0.06546286,0.091,9.5,0.079512576,14.5,343.0
ITA00329_2018-10-09,8.2,0.035975604,0.2483074,0.272,9.4,0.586405248,11.6,390.0
ITA00329_2019-02-19,8.1,0.03799999392,2.50000405,0.099,11.3,0.19878144,8.1,490.0
ITA00329_2019-05-20,8.1,0.0849999864,1.200001944,0.221,9.6,1.09329792,12.2,445.0
ITA00329_2019-08-07,8.6,0.07599998784,1.800002916,0.121,9.8,0.039756288,19.0,400.0
ITA00329_2019-11-11,8.5,0.0349999944,0.8900014418,0.115,9.7,0.19878144,6.8,480.0
ITA00330_2018-01-18,7.9,0.007317072,0.8803626,0.08,11.2,0.019878144,9.2,691.0
ITA00330_2018-04-12,7.9,0.005182926,0.902936,0.052,9.7,0.039756288,11.0,708.0
ITA00330_2018-07-11,8.4,0.004268292,0.02483074,0.391,7.9,0.039756288,18.4,813.0
ITA00330_2018-11-13,7.8,0.003963414,0.9255094,0.041,10.6,0.029817216,9.5,712.0
ITA00330_2019-02-14,8.8,0.01299999792,4.400007128,0.041,11.4,0.039756288,8.4,433.0
ITA00330_2019-05-22,8.1,0.03899999376,5.0000081,0.021,11.0,0.019878144,15.7,611.0
ITA00330_2019-08-13,8.2,0.01199999808,2.400003888,0.069,4.8,0.09939072,27.0,453.0
ITA00330_2019-11-13,7.7,0.01699999728,2.300003726,0.248,10.6,0.04969536,12.9,286.0
ITA00331_2021-03-29,8.2,0.00609756,0.112867,0.01,9.1,0.0465894,17.7,482.0
ITA00336_2020-01-13,7.9,0.02599999584,2.700004374,0.05,10.6,0.050083605,5.5,403.0
ITA00336_2020-02-04,7.9,0.03299999472,2.700004374,0.05,9.5,0.060100326,8.2,473.0
ITA00336_2020-03-02,8.3,0.02599999584,2.300003726,0.05,7.9,0.030050163,7.7,478.0
ITA00336_2020-04-27,7.9,0.02099999664,1.400002268,0.05,4.0,0.040066884,13.5,320.0
ITA00336_2020-05-07,7.7,0.02299999632,1.200001944,0.05,9.8,0.040066884,15.4,263.0
ITA00336_2020-06-08,7.8,0.04599999264,1.200001944,0.05,7.8,0.080133768,16.0,306.0
ITA00336_2020-07-07,7.9,0.02099999664,1.400002268,0.05,7.0,0.030050163,22.9,347.0
ITA00336_2020-08-03,8.0,0.04299999312,1.200001944,0.05,7.7,0.140234094,23.0,371.0
ITA00336_2020-09-08,8.1,0.02799999552,1.50000243,0.05,7.8,0.030050163,20.3,427.0
ITA00336_2020-11-02,7.8,0.02799999552,2.200003564,0.05,10.0,0.030050163,13.8,552.0
ITA00336_2020-12-01,8.1,0.04299999312,2.300003726,0.05,10.9,0.030050163,8.4,451.0
ITA00337_2020-02-04,7.4,0.11699998128,3.400005508,0.1,9.1,2.323879272,8.1,315.0
ITA00337_2020-04-28,7.1,0.08199998688,1.600002592,0.3,5.9,2.233728783,13.3,147.0
ITA00337_2020-05-20,7.2,0.05199999168,2.400003888,0.13,7.1,0.621036702,16.3,182.0
ITA00337_2020-06-03,8.4,0.13699997808,3.100005022,0.14,7.0,0.110183931,18.7,208.0
ITA00337_2020-07-07,7.3,0.01899999696,2.900004698,0.21,6.5,0.030050163,18.9,249.0
ITA00337_2020-08-05,7.2,0.06799998912,2.200003564,0.21,7.1,0.110183931,19.5,210.0
ITA00337_2020-09-08,7.8,0.00799999872,2.50000405,0.18,5.6,0.030050163,20.4,243.0
ITA00337_2020-10-06,7.0,0.01399999776,2.300003726,0.09,5.9,0.160267536,14.1,171.0
ITA00337_2020-12-09,7.1,0.03799999392,2.200003564,0.1,9.6,0.20033442,7.8,181.0
ITA00338_2020-01-28,6.9,0.00899999856,2.800004536,0.05,8.6,0.180300978,5.3,152.0
ITA00338_2020-02-26,7.4,0.01299999792,2.600004212,0.05,10.1,0.030050163,7.1,163.0
ITA00338_2020-04-29,6.9,0.0149999976,1.900003078,0.05,7.2,0.050083605,12.8,106.0
ITA00338_2020-05-27,7.3,0.0099999984,2.200003564,0.05,10.2,0.040066884,17.1,139.0
ITA00338_2020-06-24,7.3,0.00799999872,2.200003564,0.05,7.5,0.030050163,19.0,142.0
ITA00338_2020-07-28,7.3,0.00799999872,2.00000324,0.05,8.8,0.030050163,21.9,156.0
ITA00338_2020-08-25,7.6,0.01399999776,1.700002754,0.05,8.6,0.030050163,20.8,163.0
ITA00338_2020-09-29,7.4,0.0049999992,2.100003402,0.05,6.4,0.030050163,13.2,157.0
ITA00338_2020-10-27,7.2,0.0099999984,1.900003078,0.05,9.1,0.030050163,11.3,105.0
ITA00338_2020-11-24,7.4,0.00799999872,2.100003402,0.05,9.3,0.030050163,5.6,149.0
ITA00338_2020-12-29,7.2,0.00899999856,2.100003402,0.05,12.2,0.030050163,1.1,149.0
ITA00339_2020-02-25,7.6,0.01599999744,1.800002916,0.05,8.4,0.030050163,9.5,300.0
ITA00339_2020-04-27,7.1,0.01299999792,0.800001296,0.05,5.0,0.040066884,14.3,104.0
ITA00339_2020-05-26,7.2,0.00299999952,0.700001134,0.05,5.0,0.030050163,16.6,105.0
ITA00339_2020-06-24,6.9,0.00299999952,0.700001134,0.05,6.4,0.030050163,20.2,95.0
ITA00339_2020-07-29,7.5,0.00699999888,0.900001458,0.05,9.6,0.030050163,24.7,203.0
ITA00339_2020-08-26,7.5,0.01599999744,1.400002268,0.05,9.4,0.030050163,22.1,322.0
ITA00339_2020-09-30,8.1,0.0049999992,1.00000162,0.05,12.3,0.030050163,16.9,194.0
ITA00339_2020-10-28,7.0,0.00299999952,0.700001134,0.05,8.3,0.030050163,11.5,79.0
ITA00340_2020-01-29,7.3,0.01399999776,1.800002916,0.05,10.6,0.030050163,10.4,352.0
ITA00340_2020-02-25,7.7,0.01899999696,1.900003078,0.05,9.6,0.030050163,11.0,366.0
ITA00340_2020-04-27,7.3,0.03299999472,1.100001782,0.05,7.8,0.090150489,17.1,247.0
ITA00340_2020-05-26,7.2,0.0149999976,1.00000162,0.05,7.7,0.030050163,21.3,244.0
ITA00340_2020-06-24,7.1,0.02299999632,1.200001944,0.05,7.8,0.060100326,23.0,318.0
ITA00340_2020-08-26,7.3,0.00899999856,0.700001134,0.05,8.4,0.030050163,22.8,373.0
ITA00340_2020-09-30,7.5,0.0199999968,1.50000243,0.05,8.4,0.040066884,17.1,371.0
ITA00340_2020-10-28,7.3,0.01699999728,1.00000162,0.05,8.9,0.230384583,13.2,208.0
ITA00340_2020-11-23,7.5,0.02199999648,1.400002268,0.05,10.2,0.040066884,9.0,397.0
ITA00341_2020-02-26,7.8,0.01899999696,2.700004374,0.05,10.5,0.030050163,7.0,158.0
ITA00341_2020-04-29,7.2,0.02099999664,2.50000405,0.05,7.5,0.120200652,14.4,150.0
ITA00341_2020-05-27,7.1,0.01599999744,2.900004698,0.05,9.9,0.040066884,15.8,170.0
ITA00341_2020-06-24,7.2,0.0099999984,2.600004212,0.05,7.8,0.030050163,18.3,148.0
ITA00341_2020-07-28,7.4,0.00899999856,2.300003726,0.05,8.6,0.030050163,20.5,165.0
ITA00341_2020-08-25,7.3,0.0049999992,2.100003402,0.05,8.1,0.030050163,19.1,172.0
ITA00341_2020-09-29,7.3,0.00399999936,2.50000405,0.05,5.6,0.030050163,13.2,180.0
ITA00341_2020-10-27,7.2,0.00599999904,2.400003888,0.05,8.9,0.030050163,12.0,120.0
ITA00341_2020-12-29,7.2,0.0099999984,2.700004374,0.05,12.1,0.040066884,1.3,190.0
ITA00342_2020-01-29,7.3,0.00899999856,2.100003402,0.07,8.6,0.070117047,10.2,487.0
ITA00342_2020-02-25,7.6,0.02299999632,2.600004212,0.1,7.6,0.050083605,11.1,432.0
ITA00342_2020-04-27,7.3,0.02799999552,1.50000243,0.05,7.2,0.060100326,16.9,326.0
ITA00342_2020-05-26,7.1,0.02599999584,1.100001782,0.05,8.3,0.040066884,19.7,359.0
ITA00342_2020-06-24,7.0,0.08799998592,1.100001782,0.05,6.9,0.230384583,22.3,154.0
ITA00342_2020-07-29,7.2,0.04899999216,1.100001782,0.05,7.2,0.070117047,23.0,416.0
ITA00342_2020-08-26,7.2,0.01099999824,1.200001944,0.05,7.2,0.030050163,21.3,430.0
ITA00342_2020-09-30,7.5,0.024999996,2.400003888,0.06,8.6,0.030050163,16.2,496.0
ITA00342_2020-10-28,7.4,0.04199999328,1.900003078,0.06,8.2,0.240401304,11.0,377.0
ITA00342_2020-11-23,7.5,0.0449999928,2.400003888,0.06,10.4,0.130217373,8.8,477.0
ITA00342_2020-12-28,7.6,0.02599999584,2.400003888,0.1,8.8,0.090150489,4.6,491.0
ITA00346_2020-02-04,7.4,0.03399999456,0.200000324,1.7,2.8,11.51922915,6.5,768.0
ITA00346_2020-03-04,7.4,0.0799999872,0.200000324,1.42,3.1,10.046771163,3.5,720.0
ITA00346_2020-04-15,7.7,0.00299999952,0.100000162,3.36,8.2,23.93996319,12.0,868.0
ITA00346_2020-05-06,7.7,0.04199999328,0.100000162,3.15,8.3,17.52926175,17.0,844.0
ITA00346_2020-06-08,7.2,0.07699998768,0.400000648,1.02,2.3,6.020049321,17.0,370.0
ITA00346_2020-07-07,7.7,0.14699997648,0.300000486,1.95,2.9,13.0217373,20.0,738.0
ITA00346_2020-09-08,7.5,0.23799996192,1.00000162,0.66,4.4,3.646086444,18.0,428.0
ITA00346_2020-11-02,8.0,0.00699999888,0.100000162,2.9,2.1,19.93327479,10.5,849.0
ITA00347_2020-02-10,8.0,0.0149999976,2.00000324,0.05,11.1,0.030050163,6.0,501.0
ITA00347_2020-03-10,8.1,0.02199999648,1.50000243,0.05,10.2,0.030050163,7.5,452.0
ITA00347_2020-04-14,8.0,0.02099999664,1.400002268,0.05,6.2,0.050083605,15.0,409.0
ITA00347_2020-05-12,7.6,0.01099999824,0.700001134,0.05,7.2,0.030050163,13.0,217.0
ITA00347_2020-06-09,7.7,0.024999996,1.100001782,0.05,7.6,0.040066884,17.0,343.0
ITA00347_2020-07-13,8.0,0.02599999584,1.900003078,0.05,7.1,0.030050163,25.5,503.0
ITA00347_2020-09-14,7.8,0.05199999168,2.600004212,0.08,7.1,0.170284257,21.5,447.0
ITA00347_2020-11-10,8.0,0.0149999976,1.400002268,0.05,9.4,0.030050163,11.0,452.0
ITA00348_2020-01-14,7.7,0.01799999712,2.700004374,0.05,11.5,0.080133768,4.1,499.0
ITA00348_2020-02-11,8.0,0.01899999696,2.200003564,0.05,9.4,0.060100326,5.1,540.0
ITA00348_2020-03-09,7.8,0.01699999728,1.800002916,0.05,6.3,0.030050163,8.4,456.0
ITA00348_2020-04-23,7.7,0.024999996,1.300002106,0.05,9.4,0.070117047,11.5,256.0
ITA00348_2020-05-11,7.7,0.01299999792,0.900001458,0.05,7.9,0.040066884,17.0,320.0
ITA00348_2020-06-15,7.8,0.01799999712,1.100001782,0.05,7.6,0.030050163,19.4,315.0
ITA00348_2020-07-14,8.3,0.02699999568,1.700002754,0.05,6.3,0.030050163,24.7,538.0
ITA00348_2020-08-10,7.9,0.0849999864,2.50000405,0.05,5.9,0.711187191,26.0,506.0
ITA00348_2020-09-14,7.7,0.05799999072,2.300003726,0.06,7.8,0.30050163,21.5,446.0
ITA00348_2020-11-09,7.7,0.01899999696,1.400002268,0.05,7.1,0.090150489,11.3,483.0
ITA00349_2020-01-28,7.1,0.00599999904,0.900001458,0.05,9.4,0.060100326,9.4,190.0
ITA00349_2020-02-11,7.4,0.00899999856,0.900001458,0.05,9.6,0.040066884,10.0,185.0
ITA00349_2020-03-10,7.4,0.00799999872,0.900001458,0.05,9.5,0.030050163,9.3,199.0
ITA00349_2020-04-21,7.3,0.01099999824,1.00000162,0.05,9.2,0.080133768,11.6,194.0
ITA00349_2020-05-12,7.4,0.00799999872,0.600000972,0.05,8.0,0.040066884,16.4,173.0
ITA00349_2020-06-16,7.3,0.00699999888,0.600000972,0.05,8.1,0.030050163,19.2,167.0
ITA00349_2020-07-07,7.4,0.00899999856,1.100001782,0.05,7.1,0.030050163,22.2,219.0
ITA00349_2020-08-04,7.7,0.00899999856,0.800001296,0.05,8.4,0.030050163,22.7,210.0
ITA00349_2020-09-08,7.8,0.00599999904,0.50000081,0.05,4.7,0.030050163,22.5,188.0
ITA00349_2020-11-10,7.6,0.00399999936,0.700001134,0.05,8.8,0.030050163,15.6,170.0
ITA00349_2020-12-09,7.4,0.00799999872,0.800001296,0.05,8.1,0.030050163,10.5,186.0
ITA00350_2020-01-28,7.2,0.01399999776,1.100001782,0.05,9.7,0.10016721,8.7,203.0
ITA00350_2020-02-11,7.4,0.01199999808,1.00000162,0.05,9.0,0.050083605,8.6,197.0
ITA00350_2020-03-10,7.4,0.01199999808,1.200001944,0.05,9.5,0.030050163,8.6,231.0
ITA00350_2020-04-21,7.2,0.01699999728,1.200001944,0.05,8.7,0.220367862,11.7,221.0
ITA00350_2020-05-12,7.4,0.01099999824,0.700001134,0.05,7.4,0.040066884,16.1,179.0
ITA00350_2020-06-16,7.3,0.00799999872,0.900001458,0.05,7.6,0.030050163,17.7,190.0
ITA00350_2020-07-07,7.4,0.01099999824,1.400002268,0.05,6.5,0.030050163,21.2,235.0
ITA00350_2020-08-04,7.4,0.01599999744,1.50000243,0.05,7.0,0.040066884,20.9,283.0
ITA00350_2020-09-08,7.6,0.00799999872,0.800001296,0.05,6.3,0.030050163,21.4,217.0
ITA00350_2020-11-10,7.5,0.00699999888,0.900001458,0.05,7.9,0.030050163,13.6,207.0
ITA00350_2020-12-09,7.2,0.02799999552,1.100001782,0.05,7.0,0.120200652,9.7,219.0
ITA00351_2020-01-14,6.3,0.00299999952,1.300002106,0.05,9.4,0.030050163,3.7,44.0
ITA00351_2020-02-04,6.4,0.00299999952,1.300002106,0.05,10.2,0.030050163,6.1,45.0
ITA00351_2020-03-03,6.5,0.00399999936,1.300002106,0.05,8.5,0.050083605,5.0,49.0
ITA00351_2020-04-14,6.6,0.00599999904,1.00000162,0.05,8.5,0.050083605,10.5,49.0
ITA00351_2020-05-05,6.6,0.00699999888,1.00000162,0.05,8.125,0.030050163,11.8,57.0
ITA00351_2020-06-09,6.0,0.00299999952,1.00000162,0.05,7.5,0.030050163,11.9,38.0
ITA00351_2020-07-14,7.6,0.00299999952,1.00000162,0.05,7.8,0.030050163,16.0,46.0
ITA00351_2020-08-18,6.5,0.00599999904,1.100001782,0.05,6.2,0.030050163,17.2,57.0
ITA00351_2020-09-01,6.8,0.00299999952,1.600002592,0.05,8.6,0.030050163,14.2,56.0
ITA00351_2020-10-06,6.3,0.00299999952,1.50000243,0.05,8.2,0.030050163,11.5,45.0
ITA00351_2020-11-03,6.4,0.00299999952,1.200001944,0.05,7.1,0.030050163,11.4,45.0
ITA00351_2020-12-01,6.5,0.00299999952,1.100001782,0.05,8.8,0.030050163,6.1,48.0
ITA00352_2020-01-14,6.7,0.01799999712,4.800007776,0.05,8.3,0.160267536,7.3,150.0
ITA00352_2020-02-04,6.7,0.07599998784,4.900007938,0.05,9.1,0.370618677,8.9,165.0
ITA00352_2020-03-03,6.6,0.02899999536,3.200005184,0.05,7.8,0.10016721,6.8,118.0
ITA00352_2020-04-14,6.9,0.01299999792,5.200008424,0.05,6.7,0.030050163,12.8,173.0
ITA00352_2020-05-05,6.7,0.03299999472,4.700007614,0.08,8.5,0.040066884,13.5,163.0
ITA00352_2020-06-09,6.5,0.00899999856,2.100003402,0.05,5.7,0.110183931,13.6,92.0
ITA00352_2020-07-14,7.0,0.03699999408,4.600007452,0.05,7.5,0.050083605,17.5,166.0
ITA00352_2020-08-18,6.7,0.00599999904,4.900007938,0.05,5.3,0.030050163,18.6,176.0
ITA00352_2020-09-01,6.5,0.00799999872,4.200006804,0.05,8.2,0.030050163,16.1,140.0
ITA00352_2020-10-06,6.7,0.00299999952,2.600004212,0.05,7.5,0.030050163,13.2,89.0
ITA00352_2020-11-03,6.9,0.01299999792,3.600005832,0.05,7.2,0.060100326,12.8,130.0
ITA00352_2020-12-01,6.8,0.09399998496,3.50000567,0.08,7.9,0.881471448,8.0,152.0
ITA00353_2020-01-14,6.8,0.02799999552,4.700007614,0.05,9.3,0.160267536,6.1,160.0
ITA00353_2020-02-04,6.8,0.08699998608,4.900007938,0.05,6.8,0.140234094,6.8,168.0
ITA00353_2020-03-03,6.6,0.03399999456,2.900004698,0.08,8.7,0.240401304,6.3,126.0
ITA00353_2020-04-14,6.9,0.0049999992,4.700007614,0.05,6.8,0.030050163,13.8,184.0
ITA00353_2020-05-05,6.9,0.03099999504,3.600005832,0.08,7.2,0.030050163,15.1,192.0
ITA00353_2020-06-09,6.3,0.01199999808,2.00000324,0.05,7.7,0.060100326,14.0,99.0
ITA00353_2020-07-14,7.0,0.01599999744,2.300003726,0.05,7.5,0.030050163,21.9,202.0
ITA00353_2020-08-18,7.0,0.01799999712,1.700002754,0.05,5.2,0.030050163,22.3,208.0
ITA00353_2020-09-01,7.1,0.01799999712,3.100005022,0.05,8.1,0.030050163,18.4,186.0
ITA00353_2020-10-06,6.9,0.00599999904,2.800004536,0.05,6.7,0.030050163,13.0,118.0
ITA00353_2020-11-03,7.0,0.01199999808,3.50000567,0.05,7.7,0.030050163,13.2,162.0
ITA00353_2020-12-01,7.0,0.01399999776,3.700005994,0.05,9.6,0.030050163,8.1,176.0
ITA00354_2020-02-25,7.8,0.00299999952,0.300000486,0.05,8.4,0.030050163,9.0,302.0
ITA00354_2020-03-20,8.0,0.00299999952,0.200000324,0.05,8.9,0.030050163,9.0,303.0
ITA00354_2020-04-28,7.9,0.00299999952,0.200000324,0.05,8.5,0.030050163,14.0,280.0
ITA00354_2020-05-26,8.0,0.00299999952,0.300000486,0.05,5.2,0.030050163,18.0,339.0
ITA00354_2020-06-23,8.0,0.00299999952,0.200000324,0.05,6.5,0.030050163,23.0,302.0
ITA00354_2020-07-28,8.0,0.00299999952,0.100000162,0.05,8.4,0.030050163,25.0,325.0
ITA00354_2020-09-28,8.0,0.00299999952,0.100000162,0.05,9.0,0.030050163,18.0,387.0
ITA00354_2020-10-27,7.8,0.00299999952,0.900001458,0.05,4.6,0.030050163,13.5,199.0
ITA00354_2020-11-24,8.0,0.00299999952,0.200000324,0.05,10.1,0.150250815,7.0,352.0
ITA00356_2020-01-20,7.6,0.00299999952,0.50000081,0.05,6.8,0.030050163,4.9,157.0
ITA00356_2020-02-11,7.8,0.00299999952,1.400002268,0.05,8.2,0.030050163,7.7,180.0
ITA00356_2020-03-17,7.3,0.00299999952,0.400000648,0.05,8.9,0.030050163,8.0,149.0
ITA00356_2020-04-22,7.4,0.00299999952,0.700001134,0.05,7.0,0.030050163,12.0,127.0
ITA00356_2020-05-18,7.6,0.00299999952,0.400000648,0.05,6.9,0.030050163,14.0,120.0
ITA00356_2020-06-15,7.9,0.00299999952,0.400000648,0.05,6.0,0.030050163,17.2,451.0
ITA00356_2020-07-08,7.8,0.00299999952,0.300000486,0.05,5.6,0.030050163,23.0,188.0
ITA00356_2020-08-10,8.2,0.01599999744,0.200000324,0.05,6.4,0.160267536,25.1,232.0
ITA00356_2020-09-14,8.2,0.00299999952,0.200000324,0.05,8.7,0.030050163,23.5,229.0
ITA00356_2020-11-09,7.7,0.00299999952,0.50000081,0.05,7.5,0.030050163,14.0,139.0
ITA00356_2020-12-09,7.4,0.00299999952,0.900001458,0.05,10.7,0.030050163,4.5,151.0
ITA00357_2020-01-13,8.0,0.03599999424,3.600005832,0.05,7.9,0.110183931,4.3,977.0
ITA00357_2020-02-04,8.0,0.04099999344,2.700004374,0.05,9.4,0.10016721,9.4,930.0
ITA00357_2020-03-02,8.0,0.03299999472,2.100003402,0.05,7.2,0.110183931,6.2,934.0
ITA00357_2020-04-14,7.9,0.04299999312,1.300002106,0.09,6.6,0.110183931,13.7,922.0
ITA00357_2020-05-07,7.9,0.06399998976,1.900003078,0.05,8.8,0.090150489,17.1,877.0
ITA00357_2020-06-09,7.6,0.06799998912,2.600004212,0.96,4.7,0.120200652,15.1,262.0
ITA00357_2020-07-07,7.9,0.04699999248,2.50000405,0.06,4.8,0.040066884,20.2,904.0
ITA00357_2020-08-04,7.9,0.08899998576,1.400002268,0.12,5.6,0.170284257,24.0,662.0
ITA00357_2020-09-08,8.0,0.0349999944,1.600002592,0.07,5.5,0.080133768,19.2,954.0
ITA00357_2020-11-03,8.1,0.0299999952,2.50000405,0.05,5.3,0.050083605,13.9,1002.0
ITA00357_2020-12-01,7.8,0.02099999664,2.100003402,0.05,10.9,0.040066884,7.2,995.0
ITA00358_2020-01-28,7.7,0.0149999976,2.100003402,0.05,10.4,0.030050163,6.8,568.0
ITA00358_2020-02-24,7.7,0.0199999968,2.100003402,0.05,9.2,0.030050163,9.5,570.0
ITA00358_2020-04-23,8.2,0.02699999568,0.700001134,0.05,9.2,0.070117047,14.5,343.0
ITA00358_2020-05-25,8.0,0.02199999648,0.700001134,0.05,7.9,0.040066884,20.0,510.0
ITA00358_2020-06-29,8.0,0.01099999824,0.900001458,0.05,8.6,0.030050163,26.0,427.0
ITA00358_2020-07-15,7.9,0.01699999728,1.400002268,0.05,6.2,0.030050163,26.1,562.0
ITA00358_2020-08-24,7.9,0.02799999552,1.800002916,0.05,8.3,0.030050163,25.2,686.0
ITA00358_2020-09-29,8.0,0.01599999744,1.400002268,0.05,6.5,0.030050163,16.5,628.0
ITA00358_2020-11-24,7.8,0.00899999856,1.100001782,0.05,9.2,0.030050163,6.1,558.0
ITA00359_2020-01-28,6.4,0.02099999664,4.200006804,0.05,9.2,10.61772426,4.8,260.0
ITA00359_2020-02-18,6.5,0.03099999504,5.300008586,0.05,10.5,21.93661899,5.6,382.0
ITA00359_2020-04-20,6.4,0.03299999472,2.300003726,0.05,6.7,9.075149226,12.2,158.0
ITA00359_2020-05-18,6.6,0.03399999456,2.00000324,0.05,6.7,5.218711641,15.8,132.0
ITA00359_2020-06-22,6.2,0.14299997712,3.600005832,0.06,3.6,5.769631296,18.9,170.0
ITA00359_2020-07-27,6.2,0.17199997248,2.700004374,0.05,6.9,5.0083605,22.0,205.0
ITA00359_2020-08-24,6.7,0.01799999712,1.200001944,0.05,7.6,0.220367862,23.4,104.0
ITA00359_2020-09-28,6.4,0.06599998944,2.400003888,0.05,5.4,32.45417604,12.9,478.0
ITA00359_2020-10-26,6.8,0.06399998976,2.200003564,0.05,5.9,30.050163,13.4,497.0
ITA00359_2020-11-24,6.2,0.01699999728,3.300005346,0.05,8.3,10.016721,4.9,219.0
ITA00359_2020-12-21,6.9,0.02399999616,2.900004698,0.05,5.8,4.567624776,7.6,168.0
ITA00360_2020-02-04,8.1,0.03299999472,2.50000405,0.09,9.2,0.380635398,7.0,962.0
ITA00360_2020-03-04,8.0,0.03099999504,2.400003888,0.12,5.5,0.470785887,5.5,967.0
ITA00360_2020-04-15,8.0,0.02399999616,2.600004212,0.18,7.9,0.060100326,12.0,902.0
ITA00360_2020-05-06,8.0,0.0299999952,1.800002916,0.36,8.9,0.050083605,15.0,919.0
ITA00360_2020-06-08,7.8,0.21699996528,1.400002268,0.88,4.6,4.357273635,15.5,807.0
ITA00360_2020-07-07,8.1,0.04099999344,1.50000243,0.39,6.0,0.050083605,18.0,846.0
ITA00360_2020-09-08,8.0,0.01299999792,0.300000486,0.35,7.4,0.060100326,17.0,804.0
