country,source_title,excerpt,geo_location,water_source,sanitation_type,sector,gender,age_group,income_level,infrastructure_type,population_density,climate_zone,year,organization,source_type,special_needs_group,severity,water_color,water_clarity,water_odor,recent_rain,nearby_activities,nearby_infrastructure,vegetation_near_source,waste_disposal_nearby,animal_access,water_flow_rate
Kenya,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-20.12391,Rainwater,Composting Toilet,Agriculture,Female,Elderly,High,Rural Village,Sparse,Tropical,2020,Water.org,Field Survey,Pregnant Women,Unsafe,clear,clear,chemical,no,sewage treatment,waste facilities,lush,none,no,slow
Haiti,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",17.7060705,Truck Delivery,Open Defecation,Education,Female,Child,Middle,Rural Village,Medium,Temperate,2017,Save the Children,Field Survey,Children Under 5,Unsafe,clear,turbid,sewage,no,mining,none,lush,open dumping,yes,flowing
Kenya,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-52.5823005,Protected Spring,Pit Latrine,Public Infrastructure,Female,Youth,Middle,Rural Village,Medium,Temperate,2017,Water.org,Academic Paper,,Unsafe,green,cloudy,chemical,no,farming,waste facilities,lush,managed sites,yes,stagnant
DR Congo,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",71.7522545,Protected Spring,Composting Toilet,Education,Female,Elderly,Middle,Peri-Urban,Sparse,Semi-Arid,2021,WHO,Academic Paper,,Unsafe,clear,clear,none,no,farming,sewage lines,sparse,open dumping,no,flowing
Ethiopia,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,-41.419234,Protected Spring,Open Defecation,Public Infrastructure,Female,Elderly,Middle,Peri-Urban,Sparse,Arid,2020,Save the Children,Field Survey,Elderly,Unsafe,clear,clear,chemical,yes,sewage treatment,sewage lines,sparse,none,no,slow
India,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",20.4081745,Protected Spring,Flush Toilet,Health,Female,Elderly,Middle,Rural Village,Medium,Semi-Arid,2025,Save the Children,Field Survey,Children Under 5,Unsafe,clear,cloudy,chemical,no,mining,none,lush,none,no,flowing
Bangladesh,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-43.802455,Piped Water,Flush Toilet,Health,Female,Elderly,Low,Peri-Urban,Medium,Arid,2020,Save the Children,NGO Report,Disabled,Unsafe,green,cloudy,none,no,farming,waste facilities,dead,none,yes,slow
DR Congo,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-84.760094,Piped Water,Open Defecation,Education,Female,Adult,Low,Rural Village,Dense,Tropical,2023,Water.org,Academic Paper,Pregnant Women,Unsafe,green,clear,chemical,yes,mining,waste facilities,dead,open dumping,no,stagnant
Kenya,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,87.0312985,Well,Open Defecation,Education,Male,Elderly,Middle,Peri-Urban,Dense,Semi-Arid,2016,WHO,Field Survey,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",58.055117,Borehole,Composting Toilet,Public Infrastructure,Female,Adult,High,Rural Village,Medium,Tropical,2016,Save the Children,NGO Report,Disabled,Unsafe,clear,turbid,sewage,yes,sewage treatment,sewage lines,dead,managed sites,no,slow
Kenya,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,-7.245674,Protected Spring,Pit Latrine,Education,Female,Youth,Middle,Refugee Camp,Dense,Tropical,2020,Water.org,Field Survey,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",4.202724,Rainwater,Open Defecation,Public Infrastructure,Female,Adult,High,Urban Slum,Medium,Temperate,2024,WHO,Gov Report,Elderly,Unsafe,murky,turbid,none,yes,none,sewage lines,lush,managed sites,no,flowing
Uganda,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-82.014427,River,Pit Latrine,Health,Female,Adult,High,Refugee Camp,Medium,Semi-Arid,2015,UNICEF,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Bangladesh,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-13.719444,Piped Water,Flush Toilet,Education,Female,Child,Low,Peri-Urban,Dense,Temperate,2024,Save the Children,Field Survey,Disabled,Unsafe,clear,turbid,chemical,no,sewage treatment,waste facilities,lush,open dumping,yes,flowing
DR Congo,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-22.665111,Piped Water,Pit Latrine,Public Infrastructure,Female,Youth,High,Refugee Camp,Sparse,Arid,2019,WHO,Gov Report,Children Under 5,Unsafe,murky,clear,chemical,yes,mining,waste facilities,dead,managed sites,no,slow
DR Congo,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,29.524778,Truck Delivery,Pit Latrine,Education,Male,Youth,High,Urban Slum,Dense,Semi-Arid,2019,Save the Children,Gov Report,Elderly,Unsafe,green,clear,none,no,mining,none,lush,open dumping,yes,slow
Bangladesh,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-39.5115505,Piped Water,Open Defecation,Agriculture,Female,Elderly,High,Refugee Camp,Sparse,Tropical,2016,Save the Children,Gov Report,,Unsafe,brown,cloudy,chemical,yes,farming,sewage lines,sparse,open dumping,no,slow
DR Congo,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-46.6965155,Protected Spring,Composting Toilet,Public Infrastructure,Male,Adult,High,Urban Slum,Dense,Temperate,2017,Water.org,Academic Paper,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Local Health Board: Water Safety Achieved,"Residents now report consistent access to clean, odorless, and safe water.",-73.6050055,Piped Water,Flush Toilet,Health,Female,Adult,Low,Urban Slum,Medium,Arid,2017,Save the Children,Academic Paper,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-49.274574,Protected Spring,Composting Toilet,Public Infrastructure,Male,Elderly,High,Refugee Camp,Dense,Arid,2025,Water.org,Field Survey,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,UNICEF Field Report on Water Quality,Treated water systems have significantly reduced reported illnesses in the area.,43.819874,River,Pit Latrine,Agriculture,Female,Child,Low,Urban Slum,Dense,Temperate,2016,Save the Children,Academic Paper,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Ethiopia,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,-52.878854,Truck Delivery,Flush Toilet,Education,Female,Adult,High,Refugee Camp,Dense,Tropical,2019,WHO,Gov Report,Disabled,Unsafe,clear,clear,chemical,no,sewage treatment,sewage lines,lush,managed sites,no,stagnant
Haiti,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-73.4006545,River,Flush Toilet,Education,Female,Elderly,High,Refugee Camp,Dense,Arid,2015,Save the Children,Gov Report,Disabled,Unsafe,green,turbid,chemical,yes,sewage treatment,waste facilities,lush,none,no,flowing
Nigeria,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",45.3345415,Borehole,Composting Toilet,Agriculture,Female,Youth,High,Refugee Camp,Sparse,Arid,2018,UNICEF,Gov Report,Elderly,Unsafe,brown,clear,sewage,yes,sewage treatment,waste facilities,dead,managed sites,no,flowing
Nigeria,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-8.451578,Borehole,Flush Toilet,Health,Male,Elderly,High,Refugee Camp,Sparse,Arid,2023,Save the Children,Field Survey,,Unsafe,murky,turbid,sewage,no,none,none,sparse,managed sites,no,flowing
DR Congo,Local Health Board: Water Safety Achieved,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-27.560548,Rainwater,Composting Toilet,Education,Female,Child,Middle,Peri-Urban,Sparse,Semi-Arid,2019,UNICEF,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
India,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-4.099976,River,Flush Toilet,Public Infrastructure,Male,Elderly,Low,Urban Slum,Medium,Semi-Arid,2021,Water.org,Field Survey,Disabled,Unsafe,green,clear,chemical,yes,none,none,sparse,managed sites,no,stagnant
Ethiopia,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-7.084134,River,Open Defecation,Public Infrastructure,Male,Elderly,Middle,Urban Slum,Sparse,Tropical,2024,UNICEF,Gov Report,Pregnant Women,Unsafe,brown,clear,chemical,no,sewage treatment,sewage lines,lush,open dumping,yes,stagnant
Ethiopia,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",64.8951835,Well,Pit Latrine,Health,Male,Elderly,Low,Rural Village,Dense,Arid,2016,Red Cross,Gov Report,Pregnant Women,Unsafe,clear,clear,none,no,farming,sewage lines,sparse,none,yes,stagnant
Bangladesh,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-63.63054,Rainwater,Pit Latrine,Education,Male,Elderly,Middle,Peri-Urban,Dense,Semi-Arid,2021,Water.org,Gov Report,Disabled,Unsafe,murky,turbid,chemical,no,sewage treatment,none,sparse,managed sites,no,slow
Uganda,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-70.923406,Borehole,Pit Latrine,Public Infrastructure,Female,Elderly,High,Peri-Urban,Dense,Tropical,2016,Save the Children,Field Survey,Disabled,Unsafe,brown,turbid,chemical,no,none,waste facilities,lush,none,yes,stagnant
Uganda,WHO Update: Improved Sanitation Efforts,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-80.094154,Truck Delivery,Flush Toilet,Health,Female,Youth,Low,Refugee Camp,Medium,Semi-Arid,2016,WHO,Academic Paper,Disabled,Safe,green,clear,none,no,sewage treatment,sewage lines,dead,managed sites,no,flowing
DR Congo,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",2.340051,River,Pit Latrine,Public Infrastructure,Male,Youth,Middle,Urban Slum,Medium,Arid,2019,UNICEF,Academic Paper,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Somalia,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,-36.149086,Borehole,Pit Latrine,Agriculture,Female,Elderly,High,Peri-Urban,Sparse,Arid,2017,UNICEF,Gov Report,Pregnant Women,Unsafe,brown,cloudy,sewage,yes,mining,sewage lines,sparse,open dumping,no,stagnant
Bangladesh,Local Health Board: Water Safety Achieved,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-39.538155,Protected Spring,Flush Toilet,Education,Male,Child,High,Refugee Camp,Dense,Temperate,2021,WHO,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-24.4825275,River,Open Defecation,Agriculture,Male,Child,High,Refugee Camp,Medium,Temperate,2025,WHO,Gov Report,Pregnant Women,Unsafe,green,turbid,none,no,sewage treatment,waste facilities,sparse,managed sites,yes,stagnant
DR Congo,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-25.221557,Protected Spring,Flush Toilet,Education,Female,Youth,Middle,Refugee Camp,Medium,Arid,2016,Red Cross,Academic Paper,Children Under 5,Unsafe,clear,cloudy,sewage,yes,farming,waste facilities,dead,open dumping,no,stagnant
DR Congo,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",13.265651,Rainwater,Open Defecation,Public Infrastructure,Female,Child,High,Rural Village,Dense,Semi-Arid,2020,UNICEF,Gov Report,Elderly,Unsafe,murky,turbid,sewage,yes,farming,sewage lines,dead,none,no,stagnant
DR Congo,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-7.4764475,River,Composting Toilet,Agriculture,Female,Elderly,High,Urban Slum,Medium,Arid,2015,WHO,Field Survey,,Unsafe,clear,cloudy,chemical,yes,farming,none,dead,managed sites,no,slow
Uganda,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",-82.014427,River,Pit Latrine,Health,Female,Adult,High,Refugee Camp,Medium,Semi-Arid,2015,UNICEF,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Kenya,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-22.014319,Truck Delivery,Open Defecation,Health,Male,Adult,High,Refugee Camp,Sparse,Semi-Arid,2024,Save the Children,Academic Paper,Disabled,Unsafe,brown,turbid,none,no,none,waste facilities,dead,none,no,stagnant
Uganda,BBC: Community Water Shared but Strained,Recent inspections show partial chlorination and limited handwashing facilities.,12.2068215,Well,Flush Toilet,Education,Male,Elderly,Middle,Refugee Camp,Medium,Semi-Arid,2025,Water.org,Academic Paper,Pregnant Women,Moderate,clear,clear,none,no,sewage treatment,waste facilities,sparse,managed sites,no,slow
Somalia,UNICEF Field Report on Water Quality,Treated water systems have significantly reduced reported illnesses in the area.,-8.654389,Protected Spring,Flush Toilet,Public Infrastructure,Female,Child,High,Refugee Camp,Medium,Temperate,2025,Water.org,Field Survey,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nepal,WHO Update: Improved Sanitation Efforts,"Residents now report consistent access to clean, odorless, and safe water.",4.616898,Borehole,Composting Toilet,Health,Female,Elderly,Low,Peri-Urban,Medium,Arid,2016,Save the Children,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-30.0327835,Rainwater,Open Defecation,Public Infrastructure,Female,Adult,High,Urban Slum,Medium,Arid,2019,Save the Children,NGO Report,Elderly,Unsafe,clear,clear,sewage,yes,none,waste facilities,lush,none,yes,stagnant
Somalia,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",79.1639515,Piped Water,Pit Latrine,Public Infrastructure,Male,Child,Low,Refugee Camp,Sparse,Temperate,2020,Save the Children,Academic Paper,Disabled,Unsafe,clear,turbid,sewage,no,sewage treatment,none,sparse,open dumping,yes,stagnant
India,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-58.925328,Piped Water,Composting Toilet,Agriculture,Female,Adult,Low,Urban Slum,Medium,Tropical,2015,Red Cross,Academic Paper,Children Under 5,Unsafe,brown,turbid,chemical,yes,sewage treatment,waste facilities,sparse,open dumping,no,stagnant
